id,width,height,class,x,y,w,h
40,640,640,0,0.46953125,0.70390625,0.1046875,0.0671875
40,640,640,0,0.95234375,0.79609375,0.0828125,0.0703125
40,640,640,0,0.82734375,0.74453125,0.0453125,0.0578125
41,640,640,0,0.73515625,0.43515625,0.0453125,0.0578125
41,640,640,0,0.86015625,0.48671875,0.0828125,0.0703125
41,640,640,0,0.109375,0.378125,0.065625,0.053125
41,640,640,0,0.37734375,0.39453125,0.1046875,0.0671875
42,640,640,0,0.54609375,0.7,0.0828125,0.0625
42,640,640,0,0.30625,0.759375,0.084375,0.065625
42,640,640,0,0.7890625,0.7859375,0.065625,0.053125
42,640,640,0,0.27578125,0.928125,0.0953125,0.08125
43,640,640,0,0.68359375,0.759375,0.0953125,0.08125
43,640,640,0,0.95390625,0.53125,0.0828125,0.0625
43,640,640,0,0.7140625,0.590625,0.084375,0.065625
44,640,640,0,0.19921875,0.94765625,0.0828125,0.1046875
45,640,640,0,0.80703125,0.25625,0.0828125,0.0625
45,640,640,0,0.53671875,0.484375,0.0953125,0.08125
45,640,640,0,0.5671875,0.315625,0.084375,0.065625
46,640,640,0,0.1140625,0.51015625,0.16875,0.0953125
47,640,640,0,0.265625,0.628125,0.103125,0.103125
48,640,640,0,0.659375,0.17265625,0.06875,0.0859375
49,640,640,0,0.859375,0.75078125,0.153125,0.1328125
50,640,640,0,0.5953125,0.8546875,0.171875,0.0875
51,640,640,0,0.05546875,0.303125,0.0921875,0.246875
52,640,640,0,0.2421875,0.79296875,0.165625,0.1078125
53,640,640,0,0.484375,0.36484375,0.109375,0.0671875
54,640,640,0,0.66171875,0.8390625,0.1046875,0.134375
54,640,640,0,0.8796875,0.78671875,0.084375,0.1203125
55,640,640,0,0.80078125,0.6328125,0.1046875,0.134375
55,640,640,0,0.7671875,0.86015625,0.115625,0.1390625
56,640,640,0,0.66796875,0.909375,0.1046875,0.134375
56,640,640,0,0.8859375,0.85703125,0.084375,0.1203125
57,640,640,0,0.81953125,0.93828125,0.1515625,0.0890625
58,640,640,0,0.5734375,0.89453125,0.084375,0.1640625
59,640,640,0,0.9015625,0.11875,0.096875,0.18125
60,640,640,0,0.48515625,0.06171875,0.1515625,0.1234375
61,640,640,0,0.5953125,0.35546875,0.175,0.0890625
62,640,640,0,0.46796875,0.35703125,0.1171875,0.1078125
62,640,640,0,0.103125,0.83203125,0.090625,0.1734375
63,640,640,0,0.82734375,0.83046875,0.1171875,0.1078125
64,640,640,0,0.52578125,0.90234375,0.1109375,0.1515625
65,640,640,0,0.0671875,0.7328125,0.13125,0.14375
66,640,640,0,0.13984375,0.66953125,0.0796875,0.0734375
66,640,640,0,0.19375,0.715625,0.05625,0.075
67,640,640,0,0.84921875,0.846875,0.0703125,0.0875
67,640,640,0,0.9265625,0.8859375,0.075,0.065625
67,640,640,0,0.8703125,0.68359375,0.06875,0.0609375
68,640,640,0,0.03828125,0.65390625,0.0546875,0.0890625
69,640,640,0,0.0828125,0.74296875,0.06875,0.0609375
69,640,640,0,0.98125,0.05,0.0375,0.075
69,640,640,0,0.06171875,0.90625,0.0703125,0.0875
69,640,640,0,0.93671875,0.0203125,0.0796875,0.040625
69,640,640,0,0.1390625,0.9453125,0.075,0.065625
70,640,640,0,0.85546875,0.503125,0.0703125,0.0875
70,640,640,0,0.8765625,0.33984375,0.06875,0.0609375
70,640,640,0,0.9328125,0.5421875,0.075,0.065625
71,640,640,0,0.1984375,0.65,0.05625,0.075
71,640,640,0,0.14453125,0.60390625,0.0796875,0.0734375
72,640,640,0,0.6171875,0.7046875,0.08125,0.08125
73,640,640,0,0.13984375,0.284375,0.0828125,0.075
73,640,640,0,0.340625,0.29453125,0.08125,0.0796875
74,640,640,0,0.13828125,0.3765625,0.0734375,0.071875
74,640,640,0,0.76328125,0.365625,0.0828125,0.1
74,640,640,0,0.3984375,0.390625,0.08125,0.109375
75,640,640,0,0.53125,0.5921875,0.08125,0.109375
75,640,640,0,0.27109375,0.578125,0.0734375,0.071875
75,640,640,0,0.89609375,0.5671875,0.0828125,0.1
76,640,640,0,0.0484375,0.615625,0.08125,0.109375
76,640,640,0,0.41328125,0.590625,0.0828125,0.1
76,640,640,0,0.69375,0.6328125,0.084375,0.065625
76,640,640,0,0.9453125,0.69921875,0.075,0.0765625
77,640,640,0,0.32109375,0.634375,0.0828125,0.1
77,640,640,0,0.853125,0.74296875,0.075,0.0765625
77,640,640,0,0.6015625,0.6765625,0.084375,0.065625
78,640,640,0,0.8609375,0.63046875,0.08125,0.0796875
78,640,640,0,0.0890625,0.484375,0.084375,0.065625
78,640,640,0,0.340625,0.55078125,0.075,0.0765625
78,640,640,0,0.66015625,0.6203125,0.0828125,0.075
79,640,640,0,0.71328125,0.2046875,0.0734375,0.071875
79,640,640,0,0.96640625,0.21875,0.0671875,0.109375
80,640,640,0,0.3609375,0.94921875,0.078125,0.0859375
81,640,640,0,0.19765625,0.6359375,0.1546875,0.075
81,640,640,0,0.0671875,0.540625,0.05625,0.090625
82,640,640,0,0.86875,0.7390625,0.05625,0.090625
82,640,640,0,0.59609375,0.79765625,0.1328125,0.1421875
82,640,640,0,0.9609375,0.834375,0.078125,0.075
83,640,640,0,0.78984375,0.840625,0.1546875,0.075
83,640,640,0,0.659375,0.7453125,0.05625,0.090625
83,640,640,0,0.38671875,0.80390625,0.1328125,0.1421875
84,640,640,0,0.94765625,0.8421875,0.1046875,0.05625
84,640,640,0,0.7203125,0.49375,0.090625,0.071875
85,640,640,0,0.4328125,0.1015625,0.109375,0.05625
86,640,640,0,0.47109375,0.4015625,0.1703125,0.1
86,640,640,0,0.65078125,0.6453125,0.1078125,0.040625
86,640,640,0,0.6125,0.81171875,0.1,0.1671875
87,640,640,0,0.7078125,0.82890625,0.1,0.1671875
87,640,640,0,0.74609375,0.6625,0.1078125,0.040625
87,640,640,0,0.56640625,0.41875,0.1703125,0.1
88,640,640,0,0.3078125,0.65703125,0.1,0.1671875
88,640,640,0,0.34609375,0.490625,0.1078125,0.040625
88,640,640,0,0.16640625,0.246875,0.1703125,0.1
89,640,640,0,0.79375,0.16953125,0.090625,0.0578125
90,640,640,0,0.31875,0.83984375,0.09375,0.1046875
91,640,640,0,0.1890625,0.83203125,0.08125,0.0890625
92,640,640,0,0.3734375,0.83515625,0.075,0.0640625
93,640,640,0,0.14296875,0.82109375,0.0703125,0.0421875
94,640,640,0,0.9359375,0.6296875,0.06875,0.109375
94,640,640,0,0.7171875,0.5359375,0.078125,0.165625
94,640,640,0,0.3375,0.51328125,0.084375,0.1515625
94,640,640,0,0.084375,0.5296875,0.08125,0.146875
96,640,640,0,0.2390625,0.3078125,0.06875,0.109375
96,640,640,0,0.0296875,0.2140625,0.059375,0.165625
96,640,640,0,0.83203125,0.4,0.0703125,0.090625
96,640,640,0,0.5140625,0.35546875,0.103125,0.1546875
97,640,640,0,0.3109375,0.94296875,0.084375,0.1140625
99,640,640,0,0.0484375,0.4125,0.078125,0.165625
99,640,640,0,0.86015625,0.5984375,0.0703125,0.090625
99,640,640,0,0.5421875,0.55390625,0.103125,0.1546875
99,640,640,0,0.2671875,0.50625,0.06875,0.109375
100,640,640,0,0.7109375,0.6265625,0.06875,0.15
100,640,640,0,0.52109375,0.596875,0.0703125,0.090625
100,640,640,0,0.203125,0.55234375,0.103125,0.1546875
101,640,640,0,0.8453125,0.48828125,0.084375,0.1515625
101,640,640,0,0.5921875,0.5046875,0.08125,0.146875
102,640,640,0,0.47578125,0.8078125,0.2609375,0.075
103,640,640,0,0.38046875,0.6984375,0.2265625,0.109375
104,640,640,0,0.85,0.78359375,0.084375,0.1140625
105,640,640,0,0.0578125,0.13515625,0.109375,0.1046875
106,640,640,0,0.95546875,0.18515625,0.0859375,0.0921875
108,640,640,0,0.60859375,0.3296875,0.2359375,0.1375
109,640,640,0,0.7515625,0.54609375,0.15,0.1515625
111,640,640,0,0.290625,0.87421875,0.14375,0.1015625
112,640,640,0,0.12421875,0.3359375,0.0890625,0.1875
113,640,640,0,0.2234375,0.90625,0.209375,0.078125
114,640,640,0,0.51875,0.78671875,0.071875,0.1734375
115,640,640,0,0.16640625,0.59765625,0.0921875,0.1484375
115,640,640,0,0.95859375,0.471875,0.0828125,0.184375
116,640,640,0,0.24609375,0.81328125,0.1078125,0.2234375
116,640,640,0,0.59453125,0.35390625,0.0921875,0.1484375
117,640,640,0,0.11640625,0.23515625,0.0921875,0.1484375
117,640,640,0,0.92265625,0.109375,0.1109375,0.184375
118,640,640,0,0.13125,0.84609375,0.153125,0.0828125
119,640,640,0,0.59921875,0.89375,0.0703125,0.078125
119,640,640,0,0.1609375,0.9125,0.09375,0.103125
119,640,640,0,0.425,0.81171875,0.0875,0.0796875
121,640,640,0,0.2375,0.88203125,0.05625,0.0671875
121,640,640,0,0.125,0.94375,0.096875,0.10625
121,640,640,0,0.5953125,0.88828125,0.078125,0.1046875
122,640,640,0,0.409375,0.93984375,0.08125,0.1015625
122,640,640,0,0.70546875,0.49375,0.0703125,0.078125
122,640,640,0,0.53125,0.41171875,0.0875,0.0796875
122,640,640,0,0.2671875,0.5125,0.09375,0.103125
122,640,640,0,0.0671875,0.5984375,0.08125,0.1125
123,640,640,0,0.8359375,0.5140625,0.09375,0.103125
123,640,640,0,0.96875,0.94140625,0.0625,0.1015625
123,640,640,0,0.6359375,0.6,0.08125,0.1125
124,640,640,0,0.753125,0.91953125,0.08125,0.1015625
124,640,640,0,0.875,0.39140625,0.0875,0.0796875
124,640,640,0,0.6109375,0.4921875,0.09375,0.103125
124,640,640,0,0.4109375,0.578125,0.08125,0.1125
125,640,640,0,0.3125,0.88125,0.096875,0.10625
125,640,640,0,0.021875,0.6703125,0.04375,0.078125
125,640,640,0,0.425,0.81953125,0.05625,0.0671875
125,640,640,0,0.7828125,0.82578125,0.078125,0.1046875
126,640,640,0,0.1140625,0.48828125,0.0875,0.0796875
126,640,640,0,0.5921875,0.78125,0.096875,0.10625
126,640,640,0,0.7046875,0.71953125,0.05625,0.0671875
126,640,640,0,0.28828125,0.5703125,0.0703125,0.078125
127,640,640,0,0.88046875,0.49453125,0.1078125,0.1828125
127,640,640,0,0.6796875,0.128125,0.059375,0.1125
127,640,640,0,0.6375,0.1515625,0.128125,0.121875
128,640,640,0,0.3875,0.20625,0.128125,0.121875
128,640,640,0,0.4296875,0.1828125,0.059375,0.1125
128,640,640,0,0.63046875,0.54921875,0.1078125,0.1828125
129,640,640,0,0.9109375,0.6875,0.128125,0.121875
129,640,640,0,0.953125,0.6640625,0.059375,0.1125
130,640,640,0,0.02421875,0.278125,0.0484375,0.178125
130,640,640,0,0.89609375,0.36484375,0.0890625,0.1609375
130,640,640,0,0.2609375,0.290625,0.109375,0.09375
130,640,640,0,0.603125,0.2453125,0.115625,0.15625
131,640,640,0,0.21484375,0.934375,0.0796875,0.096875
132,640,640,0,0.9578125,0.3203125,0.084375,0.075
132,640,640,0,0.78828125,0.32109375,0.0765625,0.1140625
132,640,640,0,0.20078125,0.22890625,0.0890625,0.1609375
132,640,640,0,0.44921875,0.25234375,0.0828125,0.0765625
133,640,640,0,0.75390625,0.21015625,0.0890625,0.1609375
133,640,640,0,0.4609375,0.090625,0.115625,0.15625
133,640,640,0,0.11875,0.1359375,0.109375,0.09375
135,640,640,0,0.6140625,0.225,0.075,0.178125
135,640,640,0,0.8640625,0.2375,0.109375,0.09375
136,640,640,0,0.43203125,0.53203125,0.0765625,0.1140625
136,640,640,0,0.609375,0.53125,0.1,0.075
136,640,640,0,0.09296875,0.46328125,0.0828125,0.0765625
137,640,640,0,0.190625,0.146875,0.1,0.075
137,640,640,0,0.02578125,0.14765625,0.0515625,0.1140625
138,640,640,0,0.3265625,0.7375,0.1375,0.103125
140,640,640,0,0.253125,0.65234375,0.065625,0.0765625
140,640,640,0,0.14140625,0.58828125,0.0515625,0.0484375
141,640,640,0,0.6109375,0.28671875,0.065625,0.0765625
141,640,640,0,0.49921875,0.22265625,0.0515625,0.0484375
141,640,640,0,0.12734375,0.19296875,0.0984375,0.0859375
142,640,640,0,0.62890625,0.578125,0.0578125,0.053125
142,640,640,0,0.36484375,0.5625,0.0859375,0.071875
142,640,640,0,0.86484375,0.66484375,0.0984375,0.0859375
142,640,640,0,0.08359375,0.734375,0.0859375,0.071875
143,640,640,0,0.83671875,0.63515625,0.0984375,0.0859375
143,640,640,0,0.60078125,0.5484375,0.0578125,0.053125
143,640,640,0,0.33671875,0.5328125,0.0859375,0.071875
143,640,640,0,0.05546875,0.7046875,0.0859375,0.071875
144,640,640,0,0.6171875,0.90703125,0.090625,0.1078125
145,640,640,0,0.90859375,0.88828125,0.0890625,0.0796875
146,640,640,0,0.72265625,0.709375,0.0578125,0.053125
146,640,640,0,0.17734375,0.865625,0.0859375,0.071875
146,640,640,0,0.08515625,0.69453125,0.0890625,0.0796875
146,640,640,0,0.45859375,0.69375,0.0859375,0.071875
146,640,640,0,0.9546875,0.79609375,0.090625,0.0859375
147,640,640,0,0.97265625,0.5546875,0.0546875,0.1
147,640,640,0,0.53515625,0.6390625,0.0890625,0.1
147,640,640,0,0.8296875,0.46328125,0.071875,0.0453125
147,640,640,0,0.29609375,0.521875,0.0640625,0.1
147,640,640,0,0.04296875,0.46171875,0.0859375,0.0890625
148,640,640,0,0.5984375,0.19765625,0.090625,0.0890625
148,640,640,0,0.13828125,0.3078125,0.0796875,0.084375
148,640,640,0,0.3375,0.2765625,0.08125,0.096875
148,640,640,0,0.85390625,0.2578125,0.0640625,0.1
149,640,640,0,0.4765625,0.7046875,0.08125,0.096875
149,640,640,0,0.27734375,0.7359375,0.0796875,0.084375
149,640,640,0,0.98046875,0.6859375,0.0390625,0.1
149,640,640,0,0.7375,0.62578125,0.090625,0.0890625
150,640,640,0,0.15078125,0.93515625,0.0796875,0.0984375
151,640,640,0,0.0640625,0.24765625,0.071875,0.0453125
151,640,640,0,0.22265625,0.3390625,0.0859375,0.1
153,640,640,0,0.14765625,0.18125,0.0859375,0.1
154,640,640,0,0.81796875,0.225,0.0640625,0.1
154,640,640,0,0.10234375,0.275,0.0796875,0.084375
154,640,640,0,0.3015625,0.24375,0.08125,0.096875
154,640,640,0,0.5625,0.16484375,0.090625,0.0890625
155,640,640,0,0.08984375,0.30546875,0.1453125,0.0890625
156,640,640,0,0.8328125,0.0734375,0.15625,0.103125
158,640,640,0,0.0609375,0.93046875,0.121875,0.1359375
158,640,640,0,0.4578125,0.96640625,0.15625,0.0671875
158,640,640,0,0.3265625,0.871875,0.04375,0.090625
159,640,640,0,0.85625,0.2390625,0.04375,0.090625
159,640,640,0,0.58125,0.29765625,0.140625,0.1359375
159,640,640,0,0.9546875,0.33359375,0.090625,0.0671875
160,640,640,0,0.5796875,0.54296875,0.140625,0.1359375
160,640,640,0,0.8546875,0.484375,0.04375,0.090625
160,640,640,0,0.95390625,0.57890625,0.0921875,0.0671875
161,640,640,0,0.16953125,0.93828125,0.0796875,0.0921875
162,640,640,0,0.21796875,0.68515625,0.0859375,0.1109375
162,640,640,0,0.34921875,0.76015625,0.0640625,0.0984375
162,640,640,0,0.64765625,0.9390625,0.0859375,0.1
162,640,640,0,0.821875,0.93515625,0.090625,0.0890625
162,640,640,0,0.109375,0.91171875,0.08125,0.1078125
163,640,640,0,0.51015625,0.79609375,0.0859375,0.1109375
163,640,640,0,0.21796875,0.88515625,0.0890625,0.1296875
163,640,640,0,0.64140625,0.87109375,0.0640625,0.0984375
167,640,640,0,0.40703125,0.95703125,0.0859375,0.0859375
167,640,640,0,0.10859375,0.78515625,0.0640625,0.0984375
167,640,640,0,0.58125,0.9578125,0.090625,0.084375
167,640,640,0,0.93046875,0.95859375,0.0796875,0.0828125
168,640,640,0,0.45546875,0.94375,0.0859375,0.1
168,640,640,0,0.15703125,0.76484375,0.0640625,0.0984375
168,640,640,0,0.034375,0.68984375,0.06875,0.1109375
168,640,640,0,0.96953125,0.94296875,0.0609375,0.0921875
168,640,640,0,0.6296875,0.93984375,0.090625,0.0890625
169,640,640,0,0.234375,0.31640625,0.115625,0.0953125
170,640,640,0,0.81015625,0.8203125,0.0671875,0.090625
170,640,640,0,0.234375,0.74140625,0.08125,0.1140625
170,640,640,0,0.49296875,0.796875,0.0859375,0.146875
170,640,640,0,0.96875,0.85703125,0.0625,0.1234375
171,640,640,0,0.1046875,0.225,0.065625,0.121875
171,640,640,0,0.93203125,0.4015625,0.0671875,0.090625
171,640,640,0,0.35625,0.32265625,0.08125,0.1140625
171,640,640,0,0.61484375,0.378125,0.0859375,0.146875
172,640,640,0,0.4390625,0.07421875,0.078125,0.1359375
172,640,640,0,0.2046875,0.04609375,0.1125,0.0796875
172,640,640,0,0.8203125,0.075,0.065625,0.121875
173,640,640,0,0.28671875,0.31875,0.0859375,0.146875
173,640,640,0,0.034375,0.26328125,0.06875,0.1140625
173,640,640,0,0.60390625,0.3421875,0.0671875,0.090625
173,640,640,0,0.775,0.37890625,0.0875,0.1234375
174,640,640,0,0.68203125,0.94609375,0.1046875,0.0984375
175,640,640,0,0.675,0.671875,0.065625,0.121875
175,640,640,0,0.9265625,0.76953125,0.08125,0.1140625
175,640,640,0,0.059375,0.64296875,0.1125,0.0796875
175,640,640,0,0.29375,0.67109375,0.078125,0.1359375
176,640,640,0,0.375,0.73125,0.065625,0.121875
176,640,640,0,0.6265625,0.82890625,0.08125,0.1140625
176,640,640,0,0.88515625,0.884375,0.0859375,0.146875
177,640,640,0,0.0421875,0.790625,0.065625,0.121875
177,640,640,0,0.29375,0.88828125,0.08125,0.1140625
177,640,640,0,0.86953125,0.9609375,0.0671875,0.078125
177,640,640,0,0.55234375,0.93515625,0.0859375,0.1296875
178,640,640,0,0.48984375,0.46328125,0.0765625,0.1359375
178,640,640,0,0.26015625,0.184375,0.0796875,0.13125
179,640,640,0,0.60859375,0.759375,0.0796875,0.13125
180,640,640,0,0.46015625,0.62578125,0.0828125,0.0765625
181,640,640,0,0.69140625,0.54375,0.0546875,0.109375
182,640,640,0,0.6171875,0.0484375,0.09375,0.08125
183,640,640,0,0.2484375,0.25078125,0.078125,0.1046875
183,640,640,0,0.2640625,0.21015625,0.08125,0.0953125
183,640,640,0,0.4734375,0.1421875,0.071875,0.09375
184,640,640,0,0.8421875,0.17890625,0.0875,0.1078125
184,640,640,0,0.4984375,0.97421875,0.09375,0.0515625
184,640,640,0,0.5328125,0.77109375,0.084375,0.0609375
184,640,640,0,0.52421875,0.40625,0.0703125,0.071875
185,640,640,0,0.8015625,0.10234375,0.08125,0.0953125
185,640,640,0,0.7859375,0.14296875,0.078125,0.1046875
185,640,640,0,0.17734375,0.1234375,0.0703125,0.071875
185,640,640,0,0.1859375,0.48828125,0.084375,0.0609375
185,640,640,0,0.1515625,0.70625,0.09375,0.08125
186,640,640,0,0.9140625,0.54296875,0.08125,0.0953125
186,640,640,0,0.8984375,0.58359375,0.078125,0.1046875
186,640,640,0,0.28984375,0.5640625,0.0703125,0.071875
186,640,640,0,0.2984375,0.92890625,0.084375,0.0609375
186,640,640,0,0.6078125,0.33671875,0.0875,0.1078125
188,640,640,0,0.6703125,0.13125,0.071875,0.09375
188,640,640,0,0.4609375,0.19921875,0.08125,0.0953125
188,640,640,0,0.4453125,0.23984375,0.078125,0.1046875
189,640,640,0,0.27109375,0.23984375,0.0734375,0.0640625
190,640,640,0,0.8921875,0.06796875,0.09375,0.0796875
191,640,640,0,0.86796875,0.3078125,0.1703125,0.053125
192,640,640,0,0.85703125,0.29609375,0.2328125,0.0890625
193,640,640,0,0.221875,0.02109375,0.265625,0.0421875
194,640,640,0,0.73359375,0.415625,0.1234375,0.08125
195,640,640,0,0.7296875,0.82265625,0.05625,0.1234375
195,640,640,0,0.67265625,0.78671875,0.0734375,0.1296875
195,640,640,0,0.66953125,0.03046875,0.0765625,0.0609375
196,640,640,0,0.565625,0.86484375,0.05625,0.1234375
196,640,640,0,0.50546875,0.0609375,0.0765625,0.084375
196,640,640,0,0.50859375,0.82890625,0.0734375,0.1296875
197,640,640,0,0.12265625,0.0625,0.0765625,0.084375
197,640,640,0,0.12578125,0.83046875,0.0734375,0.1296875
197,640,640,0,0.1828125,0.86640625,0.05625,0.1234375
198,640,640,0,0.89609375,0.62109375,0.0859375,0.2046875
198,640,640,0,0.0734375,0.7546875,0.075,0.140625
199,640,640,0,0.134375,0.2421875,0.075,0.140625
199,640,640,0,0.95703125,0.10859375,0.0859375,0.2046875
200,640,640,0,0.7375,0.28203125,0.11875,0.1640625
201,640,640,0,0.10546875,0.59609375,0.1296875,0.1484375
202,640,640,0,0.9296875,0.08359375,0.090625,0.1359375
203,640,640,0,0.740625,0.79921875,0.1,0.0890625
203,640,640,0,0.7953125,0.625,0.121875,0.08125
203,640,640,0,0.8453125,0.81484375,0.1125,0.0859375
205,640,640,0,0.21328125,0.38515625,0.2265625,0.1234375
206,640,640,0,0.128125,0.1328125,0.134375,0.128125
207,640,640,0,0.1125,0.27421875,0.1,0.0890625
207,640,640,0,0.2171875,0.28984375,0.1125,0.0859375
207,640,640,0,0.1671875,0.1,0.121875,0.08125
208,640,640,0,0.9390625,0.8953125,0.121875,0.08125
209,640,640,0,0.065625,0.42265625,0.0625,0.0578125
210,640,640,0,0.5890625,0.26640625,0.0625,0.0578125
210,640,640,0,0.3703125,0.48515625,0.084375,0.0703125
211,640,640,0,0.09296875,0.43515625,0.0734375,0.0515625
211,640,640,0,0.92265625,0.31796875,0.0984375,0.1515625
212,640,640,0,0.2484375,0.23359375,0.225,0.0953125
213,640,640,0,0.75546875,0.14609375,0.1515625,0.1546875
214,640,640,0,0.52265625,0.88046875,0.0734375,0.0515625
215,640,640,0,0.89375,0.38046875,0.1125,0.1078125
215,640,640,0,0.534375,0.77421875,0.109375,0.1515625
216,640,640,0,0.340625,0.89765625,0.178125,0.1109375
217,640,640,0,0.8875,0.40390625,0.1125,0.1078125
217,640,640,0,0.528125,0.79765625,0.109375,0.1515625
218,640,640,0,0.340625,0.5671875,0.1,0.13125
218,640,640,0,0.4109375,0.55625,0.06875,0.109375
219,640,640,0,0.65,0.16875,0.06875,0.109375
