,id,width,height,class,x,y,w,h
143,40,4000,3000,0,0.4055,0.5916666666666667,0.01375,0.015666666666666666
144,40,4000,3000,0,0.42425,0.9796666666666667,0.0145,0.023
145,40,4000,3000,0,0.34575,0.5916666666666667,0.01425,0.017
146,40,4000,3000,0,0.3605,0.628,0.01375,0.015333333333333332
147,41,4000,3000,0,0.49325,0.7253333333333334,0.01025,0.021333333333333333
148,41,4000,3000,0,0.45225,0.7126666666666667,0.0145,0.019
149,41,4000,3000,0,0.37875,0.736,0.01275,0.018
150,41,4000,3000,0,0.42225,0.968,0.01275,0.021
151,41,4000,3000,0,0.5785,0.713,0.0115,0.009666666666666667
152,41,4000,3000,0,0.5315,0.7503333333333333,0.01425,0.021333333333333333
153,41,4000,3000,0,0.604,0.7323333333333333,0.01375,0.021333333333333333
154,41,4000,3000,0,0.4105,0.7293333333333333,0.013,0.020666666666666667
155,42,4000,3000,0,0.70425,0.52,0.02325,0.019
156,42,4000,3000,0,0.64475,0.07433333333333333,0.025,0.022333333333333334
157,45,4000,2250,0,0.44575,0.25377777777777777,0.0175,0.030666666666666665
158,46,4000,3000,0,0.5915,0.6113333333333333,0.025,0.014666666666666666
159,46,4000,3000,0,0.5265,0.6033333333333334,0.0225,0.029
160,46,4000,3000,0,0.5705,0.591,0.007,0.019666666666666666
161,47,4000,3000,0,0.59275,0.9776666666666667,0.01275,0.019666666666666666
162,47,4000,3000,0,0.509,0.9776666666666667,0.01375,0.021333333333333333
163,47,4000,3000,0,0.44025,0.9236666666666666,0.01375,0.023666666666666666
164,47,4000,3000,0,0.3935,0.9426666666666667,0.01425,0.027666666666666666
165,47,4000,3000,0,0.42275,0.972,0.013,0.023
166,47,4000,3000,0,0.35475,0.9753333333333334,0.013,0.024
167,47,4000,3000,0,0.46125,0.9396666666666667,0.01025,0.021
168,47,4000,3000,0,0.53675,0.977,0.0145,0.019
169,48,4000,3000,0,0.87425,0.6266666666666667,0.0185,0.020666666666666667
170,50,4000,3000,0,0.50025,0.6286666666666667,0.01375,0.03133333333333333
171,50,4000,3000,0,0.551,0.6336666666666667,0.01075,0.019333333333333334
172,50,4000,3000,0,0.32,0.59,0.018,0.017
173,50,4000,3000,0,0.57825,0.6416666666666667,0.014,0.02666666666666667
174,50,4000,3000,0,0.42175,0.988,0.01675,0.021
175,50,4000,3000,0,0.3575,0.596,0.0125,0.029
176,50,4000,3000,0,0.4185,0.596,0.0105,0.026
177,50,4000,3000,0,0.45875,0.617,0.013,0.024666666666666667
178,52,4000,3000,0,0.43425,0.35733333333333334,0.01225,0.029
179,52,4000,3000,0,0.3975,0.298,0.01275,0.028333333333333332
180,53,4000,3000,0,0.4495,0.6653333333333333,0.01325,0.01633333333333333
181,53,4000,3000,0,0.49925,0.299,0.00875,0.023666666666666666
182,54,4000,3000,0,0.36,0.524,0.015,0.017666666666666667
183,54,4000,3000,0,0.4975,0.38033333333333336,0.0115,0.02
184,54,4000,3000,0,0.3655,0.47733333333333333,0.0135,0.013
185,54,4000,3000,0,0.36425,0.39966666666666667,0.01125,0.015666666666666666
186,54,4000,3000,0,0.415,0.351,0.014,0.023
187,54,4000,3000,0,0.4615,0.4036666666666667,0.0125,0.022333333333333334
188,54,4000,3000,0,0.464,0.395,0.013,0.02033333333333333
189,54,4000,3000,0,0.4915,0.7383333333333333,0.01175,0.013666666666666667
190,54,4000,3000,0,0.43,0.607,0.015,0.017
191,55,4000,3000,0,0.73725,0.6696666666666666,0.02725,0.011666666666666667
192,55,4000,3000,0,0.713,0.289,0.03725,0.019333333333333334
193,55,4000,3000,0,0.68775,0.005,0.0425,0.009333333333333334
194,56,4000,2250,0,0.17525,0.39911111111111114,0.01975,0.02311111111111111
195,57,4056,3040,0,0.5941814595660749,0.9582236842105263,0.008875739644970414,0.02598684210526316
196,57,4056,3040,0,0.5853057199211046,0.9506578947368421,0.011587771203155819,0.02730263157894737
197,57,4056,3040,0,0.5848126232741617,0.7888157894736842,0.012080867850098619,0.017763157894736842
198,59,4056,3040,0,0.6439842209072978,0.45592105263157895,0.011834319526627219,0.029605263157894735
199,59,4056,3040,0,0.7739151873767258,0.4276315789473684,0.013560157790927022,0.0430921052631579
200,59,4056,3040,0,0.5882642998027613,0.5345394736842105,0.01873767258382643,0.03453947368421053
201,60,4000,3000,0,0.40125,0.8756666666666667,0.02075,0.03166666666666667
202,60,4000,3000,0,0.51725,0.383,0.0145,0.029
203,61,4000,3000,0,0.44,0.712,0.018,0.018333333333333333
204,61,4000,3000,0,0.47825,0.5886666666666667,0.01575,0.019333333333333334
205,61,4000,3000,0,0.04075,0.7853333333333333,0.03625,0.026333333333333334
206,61,4000,3000,0,0.577,0.5596666666666666,0.0215,0.027666666666666666
207,61,4000,3000,0,0.42325,0.7086666666666667,0.016,0.019
208,61,4000,3000,0,0.432,0.6716666666666666,0.0195,0.017666666666666667
209,62,4000,3000,0,0.40375,0.5416666666666666,0.01,0.012333333333333333
210,62,4000,3000,0,0.36875,0.5883333333333334,0.0135,0.015
211,64,4056,3040,0,0.6457100591715976,0.5108552631578948,0.015532544378698224,0.03223684210526316
212,64,4056,3040,0,0.09935897435897435,0.05756578947368421,0.03574950690335306,0.020394736842105264
213,64,4056,3040,0,0.46597633136094674,0.6128289473684211,0.024161735700197237,0.03289473684210526
214,64,4056,3040,0,0.514792899408284,0.5355263157894737,0.011587771203155819,0.010855263157894738
215,66,4056,3040,0,0.9250493096646942,0.8976973684210526,0.01725838264299803,0.03190789473684211
216,66,4056,3040,0,0.5436390532544378,0.32171052631578945,0.028106508875739646,0.02368421052631579
217,66,4056,3040,0,0.9817554240631163,0.8148026315789474,0.01775147928994083,0.022697368421052633
218,68,4000,3000,0,0.5765,0.12833333333333333,0.011,0.023666666666666666
219,68,4000,3000,0,0.56525,0.13066666666666665,0.016,0.028333333333333332
220,68,4000,3000,0,0.50875,0.13366666666666666,0.01425,0.034333333333333334
221,68,4000,3000,0,0.4395,0.372,0.01275,0.03233333333333333
222,68,4000,3000,0,0.42225,0.37066666666666664,0.01375,0.02266666666666667
223,68,4000,3000,0,0.42725,0.3363333333333333,0.0175,0.023
224,69,4000,3000,0,0.5575,0.441,0.02,0.04133333333333333
225,69,4000,3000,0,0.446,0.468,0.01625,0.029666666666666668
226,70,4056,3040,0,0.9055719921104537,0.6483552631578947,0.021696252465483234,0.035526315789473684
227,70,4056,3040,0,0.5251479289940828,0.08453947368421053,0.03229783037475345,0.022697368421052633
228,70,4056,3040,0,0.9627712031558185,0.5638157894736842,0.01873767258382643,0.021052631578947368
229,71,4000,3000,0,0.5215,0.595,0.014,0.013666666666666667
230,71,4000,3000,0,0.4645,0.6103333333333333,0.01525,0.02
231,71,4000,3000,0,0.43275,0.5933333333333334,0.0135,0.016666666666666666
232,71,4000,3000,0,0.39675,0.5676666666666667,0.0115,0.019666666666666666
233,71,4000,3000,0,0.418,0.9683333333333334,0.012,0.021333333333333333
234,71,4000,3000,0,0.57725,0.628,0.0125,0.015
235,71,4000,3000,0,0.60925,0.6303333333333333,0.01225,0.02033333333333333
236,71,4000,3000,0,0.492,0.6076666666666667,0.01025,0.011333333333333334
237,72,4056,3040,0,0.8907790927021696,0.25723684210526315,0.036242603550295856,0.03289473684210526
238,72,4056,3040,0,0.7534516765285996,0.9088815789473684,0.01873767258382643,0.025657894736842105
239,72,4056,3040,0,0.3708086785009862,0.3194078947368421,0.02342209072978304,0.017763157894736842
240,72,4056,3040,0,0.8138560157790927,0.8180921052631579,0.016272189349112426,0.02730263157894737
241,72,4056,3040,0,0.9391025641025641,0.7960526315789473,0.027366863905325445,0.02368421052631579
242,73,4000,3000,0,0.41225,0.659,0.03575,0.017
243,73,4000,3000,0,0.43625,0.963,0.03775,0.025
244,74,4000,3000,0,0.2475,0.279,0.0105,0.015666666666666666
245,74,4000,3000,0,0.33625,0.568,0.0185,0.015666666666666666
246,75,4000,3000,0,0.528,0.47633333333333333,0.019,0.024666666666666667
247,75,4000,3000,0,0.59775,0.543,0.01725,0.030666666666666665
248,75,4000,3000,0,0.53175,0.4693333333333333,0.016,0.018333333333333333
249,77,4000,2250,0,0.10025,0.5671111111111111,0.017,0.024
250,79,4000,3000,0,0.53525,0.7096666666666667,0.036,0.017333333333333333
251,80,4000,3000,0,0.19175,0.17566666666666667,0.01375,0.034666666666666665
252,81,4000,3000,0,0.51,0.403,0.018,0.028333333333333332
253,81,4000,3000,0,0.386,0.8803333333333333,0.01625,0.024666666666666667
254,82,4000,3000,0,0.95375,0.05366666666666667,0.028,0.030333333333333334
255,82,4000,3000,0,0.81225,0.27366666666666667,0.02825,0.030333333333333334
256,82,4000,3000,0,0.428,0.7616666666666667,0.03025,0.034333333333333334
257,83,4056,3040,0,0.41370808678500987,0.7963815789473684,0.009861932938856016,0.0125
258,83,4056,3040,0,0.41025641025641024,0.8322368421052632,0.010108481262327416,0.017105263157894738
259,83,4056,3040,0,0.44501972386587774,0.8986842105263158,0.008629191321499015,0.019078947368421053
260,83,4056,3040,0,0.5547337278106509,0.64375,0.007889546351084813,0.013486842105263158
261,83,4056,3040,0,0.546844181459566,0.6407894736842106,0.008629191321499015,0.011842105263157895
262,83,4056,3040,0,0.5633629191321499,0.4200657894736842,0.01972386587771203,0.027960526315789474
263,83,4056,3040,0,0.4235700197238659,0.8417763157894737,0.01232741617357002,0.010526315789473684
264,84,4000,3000,0,0.3815,0.5296666666666666,0.01725,0.020666666666666667
265,84,4000,3000,0,0.28925,0.25033333333333335,0.01425,0.025333333333333333
266,85,4000,3000,0,0.49625,0.30866666666666664,0.0295,0.015333333333333332
267,85,4000,3000,0,0.49975,0.551,0.0355,0.018
268,85,4000,3000,0,0.49475,0.9426666666666667,0.026,0.029
269,86,4000,3000,0,0.387,0.6636666666666666,0.013,0.022
270,86,4000,3000,0,0.49925,0.6666666666666666,0.01025,0.009666666666666667
271,86,4000,3000,0,0.45425,0.6563333333333333,0.01375,0.015666666666666666
272,86,4000,3000,0,0.574,0.6613333333333333,0.014,0.009666666666666667
273,86,4000,3000,0,0.615,0.6866666666666666,0.01375,0.02
274,86,4000,3000,0,0.426,0.964,0.0135,0.021333333333333333
275,86,4000,3000,0,0.41675,0.6693333333333333,0.013,0.014666666666666666
276,86,4000,3000,0,0.53675,0.6836666666666666,0.0135,0.016666666666666666
277,87,4000,3000,0,0.4815,0.791,0.01125,0.016666666666666666
278,87,4000,3000,0,0.44725,0.7726666666666666,0.0135,0.01633333333333333
279,87,4000,3000,0,0.4045,0.796,0.014,0.015666666666666666
280,87,4000,3000,0,0.4225,0.97,0.01275,0.023333333333333334
281,87,4000,3000,0,0.5255,0.8176666666666667,0.015,0.022333333333333334
282,87,4000,3000,0,0.378,0.8023333333333333,0.0125,0.017
283,87,4000,3000,0,0.595,0.7996666666666666,0.0125,0.018333333333333333
284,87,4000,3000,0,0.562,0.7896666666666666,0.0105,0.017
285,88,4056,3040,0,0.9028599605522682,0.8417763157894737,0.022682445759368838,0.02763157894736842
286,88,4056,3040,0,0.796844181459566,0.5822368421052632,0.03229783037475345,0.038157894736842106
287,88,4056,3040,0,0.3525641025641026,0.8740131578947369,0.02490138067061144,0.019078947368421053
288,88,4056,3040,0,0.4223372781065089,0.4532894736842105,0.014792899408284023,0.053289473684210525
289,89,4000,2250,0,0.565,0.9648888888888889,0.01325,0.04
290,90,4000,3000,0,0.28875,0.5493333333333333,0.02525,0.023666666666666666
291,91,4000,3000,0,0.54525,0.373,0.017,0.018
292,91,4000,3000,0,0.621,0.847,0.0175,0.02033333333333333
293,92,4000,3000,0,0.345,0.583,0.0135,0.03233333333333333
294,92,4000,3000,0,0.4055,0.5846666666666667,0.0135,0.03333333333333333
295,92,4000,3000,0,0.44625,0.61,0.01275,0.022
296,92,4000,3000,0,0.30675,0.585,0.01225,0.029666666666666668
297,92,4000,3000,0,0.489,0.617,0.016,0.034333333333333334
298,92,4000,3000,0,0.5435,0.6263333333333333,0.01175,0.023
299,92,4000,3000,0,0.5705,0.63,0.014,0.032
300,92,4000,3000,0,0.41825,0.9893333333333333,0.013,0.021333333333333333
301,93,4056,3040,0,0.5801282051282052,0.49835526315789475,0.019230769230769232,0.034210526315789476
302,93,4056,3040,0,0.6314102564102564,0.40921052631578947,0.009122287968441814,0.027960526315789474
303,93,4056,3040,0,0.76232741617357,0.38421052631578945,0.01725838264299803,0.038157894736842106
304,94,4056,3040,0,0.9551282051282052,0.5092105263157894,0.015532544378698224,0.019407894736842107
305,94,4056,3040,0,0.5899901380670611,0.3569078947368421,0.015532544378698224,0.024342105263157894
306,94,4056,3040,0,0.7085798816568047,0.6203947368421052,0.015532544378698224,0.022039473684210525
307,95,4000,3000,0,0.0925,0.47933333333333333,0.01225,0.035333333333333335
308,96,4000,3000,0,0.5525,0.498,0.01225,0.014333333333333333
309,97,4000,3000,0,0.436,0.45,0.01525,0.022333333333333334
310,97,4000,3000,0,0.098,0.19633333333333333,0.0245,0.027333333333333334
311,97,4000,3000,0,0.66025,0.09466666666666666,0.01675,0.027333333333333334
312,97,4000,3000,0,0.16075,0.076,0.02025,0.033666666666666664
313,97,4000,3000,0,0.38925,0.7296666666666667,0.0105,0.012333333333333333
314,98,4000,3000,0,0.0345,0.32233333333333336,0.0275,0.028666666666666667
315,98,4000,3000,0,0.631,0.4523333333333333,0.01625,0.019666666666666666
316,98,4000,3000,0,0.024,0.33866666666666667,0.03075,0.031
317,98,4000,3000,0,0.551,0.028333333333333332,0.0145,0.023
318,99,4000,3000,0,0.7665,0.17966666666666667,0.0125,0.037333333333333336
319,99,4000,3000,0,0.04125,0.25133333333333335,0.0265,0.029
320,100,4000,3000,0,0.455,0.8293333333333334,0.014,0.018333333333333333
321,100,4000,3000,0,0.583,0.8426666666666667,0.0135,0.01633333333333333
322,100,4000,3000,0,0.4205,0.9696666666666667,0.01375,0.022333333333333334
323,100,4000,3000,0,0.3665,0.795,0.01525,0.018333333333333333
324,100,4000,3000,0,0.54725,0.8253333333333334,0.01175,0.014333333333333333
325,100,4000,3000,0,0.5235,0.806,0.01475,0.02
326,100,4000,3000,0,0.4925,0.8233333333333334,0.01125,0.012
327,100,4000,3000,0,0.40925,0.8203333333333334,0.01375,0.014
328,102,4000,3000,0,0.7495,0.5153333333333333,0.01425,0.013666666666666667
329,102,4000,3000,0,0.7485,0.5236666666666666,0.0155,0.012
330,102,4000,3000,0,0.22125,0.6936666666666667,0.01625,0.016666666666666666
331,103,4000,3000,0,0.453,0.6866666666666666,0.01425,0.02033333333333333
332,103,4000,3000,0,0.414,0.7003333333333334,0.01325,0.021666666666666667
333,103,4000,3000,0,0.49575,0.6966666666666667,0.00825,0.018333333333333333
334,103,4000,3000,0,0.534,0.719,0.015,0.023
335,103,4000,3000,0,0.5795,0.6903333333333334,0.01,0.010333333333333333
336,103,4000,3000,0,0.38125,0.7033333333333334,0.0115,0.012666666666666666
337,103,4000,3000,0,0.60925,0.705,0.012,0.02033333333333333
338,103,4000,3000,0,0.426,0.9626666666666667,0.0135,0.023
339,104,4000,3000,0,0.566,0.024333333333333332,0.03175,0.023333333333333334
340,104,4000,3000,0,0.54475,0.5443333333333333,0.02425,0.019333333333333334
341,105,4056,3040,0,0.7857495069033531,0.11348684210526316,0.011834319526627219,0.03585526315789474
342,105,4056,3040,0,0.5490631163708086,0.20657894736842106,0.025887573964497042,0.03881578947368421
343,105,4056,3040,0,0.6141518737672583,0.7335526315789473,0.01725838264299803,0.03453947368421053
344,105,4056,3040,0,0.4874260355029586,0.75,0.011094674556213017,0.02993421052631579
345,105,4056,3040,0,0.43515779092702167,0.8430921052631579,0.022435897435897436,0.033223684210526315
346,105,4056,3040,0,0.05276134122287968,0.27401315789473685,0.026134122287968443,0.02138157894736842
347,106,4000,3000,0,0.51625,0.874,0.02525,0.019666666666666666
348,106,4000,3000,0,0.54325,0.304,0.0345,0.025666666666666667
349,108,4000,3000,0,0.5815,0.634,0.01125,0.034333333333333334
350,108,4000,3000,0,0.49625,0.6183333333333333,0.0135,0.03666666666666667
351,108,4000,3000,0,0.456,0.6093333333333333,0.01075,0.022
352,108,4000,3000,0,0.42,0.988,0.01375,0.023666666666666666
353,108,4000,3000,0,0.5505,0.6273333333333333,0.01175,0.019333333333333334
354,108,4000,3000,0,0.31975,0.5873333333333334,0.0115,0.03133333333333333
355,108,4000,3000,0,0.42025,0.588,0.012,0.035666666666666666
356,108,4000,3000,0,0.35775,0.5856666666666667,0.01425,0.036
357,109,4000,3000,0,0.318,0.796,0.016,0.020666666666666667
