id,width,height,class,x,y,w,h,isPeople
1_002465,8192,5460,0.0,0.9489726,0.13724019,0.015753424,0.017470019,1
1_005048,8192,5460,,,,,,0
1_007622,8192,5460,0.0,0.1259036,0.6293541,0.0067815077,0.012972804,1
1_017098,8192,5460,,,,,,0
1_017129,8192,5460,,,,,,0
1_017026,8192,5460,,,,,,0
1_006413,8192,5460,0.0,0.65205204,0.9497643,0.014749773,0.027726179,1
1_003699,8192,5460,0.0,0.5503276,0.93089736,0.014889819,0.018989163,1
1_000548,5472,3648,,,,,,0
1_017134,8192,5460,,,,,,0
1_005845,8192,5460,,,,,,0
1_004437,8192,5460,,,,,,0
1_003711,8192,5460,0.0,0.54246575,0.9902128,0.01369863,0.01957449,1
1_003664,8192,5460,0.0,0.65924656,0.80880827,0.015753424,0.014387075,1
1_006578,8192,5460,0.0,0.32108095,0.3919556,0.015258371,0.025436834,1
1_002960,8192,5460,0.0,0.6207808,0.11602848,0.019650137,0.03136427,1
1_002424,8192,5460,0.0,0.16061644,0.4547835,0.014383562,0.021580612,1
1_009357,8192,5460,,,,,,0
1_007236,8192,5460,0.0,0.5139728,0.79414415,0.0071205455,0.012972804,1
1_002261,8192,5460,0.0,0.57054794,0.9619279,0.010958904,0.018497668,1
1_002494,8192,5460,,,,,,0
1_004016,8192,5460,0.0,0.89467794,0.6182938,0.012159113,0.017591575,1
1_004692,8192,5460,,,,,,0
1_007514,8192,5460,,,,,,0
1_009176,8192,5460,,,,,,0
1_017169,8192,5460,,,,,,0
1_003991,8192,5460,0.0,0.3604392,0.814957,0.01123143,0.03425492,1
1_007337,8192,5460,,,,,,0
1_005275,8192,5460,,,,,,0
1_004180,8192,5460,0.0,0.9738788,0.9011763,0.017801814,0.02167711,1
1_006314,8192,5460,,,,,,0
1_006499,8192,5460,,,,,,0
1_017461,8192,5460,,,,,,0
1_002401,8192,5460,,,,,,0
1_017127,8192,5460,,,,,,0
1_004381,8192,5460,0.0,0.06668238,0.6907818,0.02104377,0.015288141,1
1_003847,8192,5460,,,,,,0
1_009158,8192,5460,0.0,0.7849371,0.8348036,0.013157387,0.017860718,1
1_003636,8192,5460,,,,,,0
1_004182,8192,5460,0.0,0.6552529,0.196924,0.014547516,0.032577015,1
1_007947,8192,5460,,,,,,0
1_004002,8192,5460,,,,,,0
1_002996,8192,5460,,,,,,0
1_005499,8192,5460,,,,,,0
1_003034,8192,5460,0.0,0.7168488,0.23317677,0.017758401,0.018855827,1
1_004476,8192,5460,0.0,0.57350415,0.13533515,0.009770711,0.01563696,1
1_017034,8192,5460,,,,,,0
1_005238,8192,5460,,,,,,0
1_005811,8192,5460,,,,,,0
1_006100,8192,5460,0.0,0.7102005,0.8220247,0.017123288,0.015361785,1
1_009187,8192,5460,,,,,,0
1_003103,8192,5460,0.0,0.8865651,0.83836913,0.012021096,0.011887377,1
1_000522,5472,3648,0.0,0.19246867,0.81751454,0.01509073,0.025396612,1
1_009037,8192,5460,0.0,0.96573836,0.06714507,0.01101994,0.012972788,1
1_002859,8192,5460,0.0,0.29543036,0.59619325,0.014677094,0.01957424,1
1_000796,5472,3078,0.0,0.4820794,0.5715484,0.021163855,0.028136626,1
1_007970,8192,5460,,,,,,0
1_002323,8192,5460,,,,,,0
1_001302,5472,3648,0.0,0.73689973,0.5311112,0.00018406978,0.00027606214,1
1_000285,5472,3648,0.0,0.6606682,0.2969194,0.016931016,0.030089432,1
1_002561,8192,5460,,,,,,0
1_000579,5472,3078,,,,,,0
1_007447,8192,5460,0.0,0.0072690197,0.70133114,0.0067815,0.0109378295,1
1_017428,8192,5460,0.0,0.08936251,0.5367934,0.01051132,0.008902919,1
1_002689,8192,5460,,,,,,0
1_000305,5472,3648,0.0,0.24084762,0.62767863,0.015090715,0.015182737,1
1_002108,8192,5460,,,,,,0
1_000580,5472,3648,0.0,0.83772755,0.35860988,0.010857961,0.022084014,1
1_017467,8192,5460,0.0,0.796577,0.31717604,0.014528791,0.014272888,1
1_003170,8192,5460,,,,,,0
1_006511,8192,5460,0.0,0.7718116,0.8545085,0.009494061,0.031032981,1
1_006404,8192,5460,0.0,0.069449954,0.6036619,0.0137325395,0.014244631,1
1_017444,8192,5460,,,,,,0
1_009126,8192,5460,,,,,,0
1_000369,5472,3648,0.0,0.432187,0.046194226,0.012330208,0.024844494,1
1_007930,8192,5460,,,,,,0
1_004758,8192,5460,,,,,,0
1_017364,8192,5460,0.0,0.73532474,0.7306768,0.015258371,0.014244631,1
1_006813,8192,5460,,,,,,0
1_003990,8192,5460,0.0,0.4382275,0.8194339,0.013054375,0.018314516,1
1_007551,8192,5460,0.0,0.35950166,0.34064332,0.0074596666,0.008139771,1
1_002858,8192,5460,0.0,0.28425464,0.3973545,0.013640584,0.01959497,1
1_004828,8192,5460,,,,,,0
1_000208,5472,3648,0.0,0.51018053,0.8845365,0.011410058,0.04057939,1
1_003981,8192,5460,,,,,,0
1_009311,8192,5460,,,,,,0
1_004159,8192,5460,,,,,,0
1_004699,8192,5460,,,,,,0
1_006598,8192,5460,0.0,0.7063378,0.79798084,0.024413394,0.016025202,1
1_006417,8192,5460,,,,,,0
1_006664,8192,5460,,,,,,0
1_005087,8192,5460,,,,,,0
1_000303,5472,3648,0.0,0.4137129,0.7283101,0.009119322,0.017913016,1
1_005905,8192,5460,,,,,,0
1_007355,8192,5460,0.0,0.30996698,0.31442028,0.0050861095,0.008139803,1
1_017357,8192,5460,0.0,0.4846172,0.45200107,0.01593653,0.012972772,1
1_007946,8192,5460,,,,,,0
1_001360,5472,3648,0.0,0.10861881,0.09506571,0.020611724,0.04637638,1
1_017476,8192,5460,0.0,0.7139304,0.32045957,0.010680902,0.00941163,1
1_002185,8192,5460,0.0,0.558909,0.70251244,0.009913489,0.015144325,1
1_003524,8192,5460,0.0,0.0748386,0.19592285,0.01813054,0.019646214,1
1_002438,8192,5460,,,,,,0
1_004379,8192,5460,0.0,0.37469602,0.8222668,0.012810503,0.029970841,1
1_003408,8192,5460,0.0,0.6115278,0.5696438,0.018577997,0.02254501,1
1_000533,5472,3648,0.0,0.2115724,0.61276126,0.014547516,0.011399199,1
1_005934,8192,5460,,,,,,0
1_005193,8192,5460,,,,,,0
1_004829,8192,5460,,,,,,0
1_009091,8192,5460,0.0,0.86226755,0.5337225,0.010305809,0.015462574,1
1_006932,8192,5460,,,,,,0
1_001458,8000,6000,,,,,,0
1_007557,8192,5460,,,,,,0
1_007234,8192,5460,0.0,0.2776668,0.61462814,0.005764269,0.009157258,1
1_002345,8192,5460,0.0,0.44202965,0.17161229,0.011911847,0.018989163,1
1_007611,8192,5460,0.0,0.07599548,0.41858461,0.008985483,0.014499003,1
1_004073,8192,5460,,,,,,0
1_007619,8192,5460,0.0,0.077475846,0.088641934,0.012715316,0.012209681,1
1_006350,8192,5460,0.0,0.04843646,0.91847163,0.012058655,0.03111891,1
1_000667,5472,3078,0.0,0.18332466,0.17992769,0.016747031,0.02617362,1
1_006236,8192,5460,0.0,0.06691751,0.13442406,0.014475355,0.015096892,1
1_006845,8192,5460,,,,,,0
1_004874,8192,5460,,,,,,0
1_017114,8192,5460,,,,,,0
1_017203,8192,5460,,,,,,0
1_005966,8192,5460,,,,,,0
1_006136,8192,5460,0.0,0.6155985,0.7440598,0.013054375,0.012972804,1
1_002993,8192,5460,,,,,,0
1_002911,8192,5460,,,,,,0
1_001356,5472,3648,0.0,0.04147571,0.06651144,0.021347862,0.043891937,1
1_007163,8192,5460,,,,,,0
1_006981,8192,5460,,,,,,0
1_002330,8192,5460,,,,,,0
1_003644,8192,5460,,,,,,0
1_005728,8192,5460,,,,,,0
1_005229,8192,5460,,,,,,0
1_005915,8192,5460,,,,,,0
1_000739,5472,3078,0.0,0.07743647,0.85387856,0.0078165755,0.020844184,1
1_003139,8192,5460,0.0,0.020586887,0.5123414,0.017211987,0.027463887,1
1_002580,8192,5460,,,,,,0
1_003269,8192,5460,0.0,0.55078936,0.31452873,0.018304821,0.016396364,1
1_001434,8000,6000,0.0,0.3531852,0.77116203,0.013538441,0.02695318,1
1_003061,8192,5460,0.0,0.24174549,0.99652135,0.010108627,0.0069573824,1
1_005304,8192,5460,,,,,,0
1_005686,8192,5460,,,,,,0
1_007624,8192,5460,0.0,0.15017352,0.9917794,0.0038993522,0.007885431,1
1_006001,8192,5460,0.0,0.76871043,0.2602438,0.0076292274,0.030015461,1
1_004839,8192,5460,,,,,,0
1_003092,8192,5460,0.0,0.62884617,0.82846737,0.018851241,0.022135096,1
1_002757,8192,5460,,,,,,0
1_000807,5472,3078,0.0,0.16718619,0.8000138,0.021531895,0.033044197,1
1_002076,8192,5460,,,,,,0
1_007112,8192,5460,,,,,,0
1_006142,8192,5460,0.0,0.057076737,0.14740774,0.016064113,0.015626615,1
1_003463,8192,5460,0.0,0.39404035,0.091380775,0.009562208,0.018855827,1
1_005757,8192,5460,,,,,,0
1_004609,8192,5460,,,,,,0
1_000555,5472,3648,0.0,0.7838395,0.1357049,0.009201674,0.03505834,1
1_003255,8192,5460,,,,,,0
1_007244,8192,5460,0.0,0.71024084,0.83865106,0.009494144,0.0109378295,1
1_005532,8192,5460,,,,,,0
1_004802,8192,5460,,,,,,0
1_007584,8192,5460,0.0,0.114404075,0.6842338,0.006951037,0.009920343,1
1_000380,5472,3648,0.0,0.3486173,0.8978511,0.013986523,0.04113143,1
1_000583,5472,3078,0.0,0.2888161,0.43090025,0.015274757,0.019303016,1
1_005156,8192,5460,,,,,,0
1_001401,8000,6000,0.0,0.3207202,0.48927855,0.013167537,0.016567599,1
1_009348,8192,5460,0.0,0.46302956,0.48570895,0.016563019,0.017947612,1
1_005859,8192,5460,,,,,,0
1_004592,8192,5460,,,,,,0
1_003339,8192,5460,0.0,0.8047782,0.09970571,0.010108594,0.014346828,1
1_002705,8192,5460,0.0,0.34400433,0.008136741,0.011571594,0.016273482,1
1_006233,8192,5460,0.0,0.4887744,0.7267876,0.013902094,0.017551433,1
1_007491,8192,5460,,,,,,0
1_000826,5472,3078,0.0,0.90277654,0.77099365,0.012769251,0.03849284,1
1_004540,8192,5460,,,,,,0
1_007019,8192,5460,0.0,0.8677839,0.69917864,0.009494144,0.011446573,1
1_006236,8192,5460,0.0,0.3412768,0.6822732,0.014919291,0.017042689,1
1_006221,8192,5460,0.0,0.4617044,0.8580042,0.015320827,0.012710372,1
1_007359,8192,5460,,,,,,0
1_005858,8192,5460,,,,,,0
1_006626,8192,5460,0.0,0.5116982,0.9621265,0.020344522,0.017551433,1
1_004297,8192,5460,0.0,0.5825117,0.5602166,0.021929825,0.016288478,1
1_001481,5472,3648,0.0,0.58019453,0.51283175,0.025948677,0.034506235,1
1_006320,8192,5460,,,,,,0
1_002093,8192,5460,,,,,,0
1_005084,8192,5460,,,,,,0
1_005787,8192,5460,,,,,,0
1_004528,8192,5460,,,,,,0
1_002414,8192,5460,0.0,0.54561627,0.32866755,0.016378785,0.02010616,1
1_006473,8192,5460,0.0,0.34490106,0.47342795,0.020344522,0.014499003,1
1_004328,8192,5460,,,,,,0
1_004306,8192,5460,,,,,,0
1_000714,5472,3078,0.0,0.13594483,0.08392555,0.021715937,0.03860609,1
1_007021,8192,5460,,,,,,0
1_017283,8192,5460,,,,,,0
1_004740,8192,5460,,,,,,0
1_002836,8192,5460,0.0,0.8777397,0.035503022,0.018493151,0.029801797,1
1_006583,8192,5460,0.0,0.31909588,0.09870221,0.017631887,0.022130046,1
1_007942,8192,5460,0.0,0.7581526,0.87283784,0.007290106,0.014753312,1
1_004655,8192,5460,,,,,,0
1_002218,8192,5460,0.0,0.96746576,0.06684629,0.0102739725,0.016442372,1
1_005583,8192,5460,,,,,,0
1_003210,8192,5460,,,,,,0
1_004822,8192,5460,,,,,,0
1_009007,8192,5460,,,,,,0
1_001385,5472,3648,0.0,0.427184,0.022508852,0.010489907,0.024568442,1
1_017367,8192,5460,0.0,0.7873403,0.77840906,0.015711118,0.014567214,1
1_004593,8192,5460,,,,,,0
1_007098,8192,5460,,,,,,0
1_005571,8192,5460,,,,,,0
1_007319,8192,5460,,,,,,0
1_009026,8192,5460,0.0,0.88478905,0.6338161,0.008815985,0.011700977,1
1_005943,8192,5460,,,,,,0
1_004688,8192,5460,,,,,,0
1_004893,8192,5460,,,,,,0
1_003726,8192,5460,,,,,,0
1_007080,8192,5460,,,,,,0
1_007657,8192,5460,,,,,,0
1_004761,8192,5460,,,,,,0
1_009027,8192,5460,0.0,0.9018982,0.8302038,0.009494061,0.014753375,1
1_007349,8192,5460,0.0,0.081334166,0.5726146,0.0093364585,0.011401943,1
1_003769,8192,5460,0.0,0.57945204,0.53031564,0.015068493,0.018497668,1
1_009422,8192,5460,,,,,,0
1_002410,8192,5460,0.0,0.9140411,0.29960862,0.015753424,0.021580612,1
1_006253,8192,5460,0.0,0.94671404,0.48600754,0.016106091,0.020349491,1
1_007289,8192,5460,0.0,0.73315936,0.2221714,0.0110734375,0.018243125,1
1_009048,8192,5460,0.0,0.9860162,0.59143203,0.008985462,0.015516521,1
1_002946,8192,5460,,,,,,0
1_005773,8192,5460,,,,,,0
1_006318,8192,5460,,,,,,0
1_006803,8192,5460,,,,,,0
1_007393,8192,5460,0.0,0.3134234,0.6314115,0.0077987253,0.013735888,1
1_009193,8192,5460,,,,,,0
1_007357,8192,5460,0.0,0.33014536,0.6972175,0.005425189,0.008902919,1
1_017220,8192,5460,,,,,,0
1_000350,5472,3648,0.0,0.2418321,0.64609414,0.0132504,0.012146223,1
1_000812,5472,3078,0.0,0.96023214,0.31351897,0.021347897,0.044167973,1
1_006752,8192,5460,0.0,0.46018937,0.19105762,0.011867617,0.025182461,1
1_004156,8192,5460,,,,,,0
1_009456,8192,5460,0.0,0.82055104,0.058725923,0.009385743,0.020432683,1
1_017340,8192,5460,,,,,,0
1_007956,8192,5460,0.0,0.5095976,0.66169393,0.010002701,0.017805774,1
1_000681,5472,3078,,,,,,0
1_005486,8192,5460,,,,,,0
1_017259,8192,5460,,,,,,0
1_017402,8192,5460,0.0,0.3055738,0.92546976,0.012206697,0.009920343,1
1_000648,5472,3078,0.0,0.72947633,0.22336888,0.01932347,0.044822343,1
1_017330,8192,5460,0.0,0.30675316,0.5639291,0.011358998,0.009666002,1
1_007518,8192,5460,,,,,,0
1_005212,8192,5460,,,,,,0
1_007415,8192,5460,0.0,0.9060725,0.5924164,0.008815985,0.011446573,1
1_003586,8192,5460,0.0,0.87653583,0.64296067,0.018649166,0.022384403,1
1_005831,8192,5460,,,,,,0
1_002646,8192,5460,0.0,0.8710989,0.82511663,0.011167344,0.029042225,1
1_001040,5472,3648,,,,,,0
1_005979,8192,5460,,,,,,0
1_003530,8192,5460,0.0,0.8644601,0.99154305,0.013902053,0.016913982,1
1_009397,8192,5460,0.0,0.3647565,0.4832067,0.0073613445,0.018776001,1
1_003853,8192,5460,,,,,,0
1_017349,8192,5460,,,,,,0
1_004038,8192,5460,,,,,,0
1_000474,5472,3648,0.0,0.10619147,0.85418946,0.014722661,0.02981335,1
1_005950,8192,5460,,,,,,0
1_007454,8192,5460,0.0,0.88958305,0.4644386,0.0089855455,0.01246406,1
1_004561,8192,5460,,,,,,0
1_000644,5472,3078,0.0,0.8670275,0.023960702,0.025396582,0.034680046,1
1_004872,8192,5460,,,,,,0
1_003414,8192,5460,0.0,0.1676697,0.7794789,0.014753127,0.019675657,1
1_005074,8192,5460,,,,,,0
1_000668,5472,3078,0.0,0.19804174,0.8023862,0.018219292,0.021920418,1
1_006436,8192,5460,0.0,0.4056549,0.9240026,0.013440861,0.030939963,1
1_004820,8192,5460,,,,,,0
1_005136,8192,5460,,,,,,0
1_004915,8192,5460,,,,,,0
1_002645,8192,5460,0.0,0.8532311,0.60841686,0.008189413,0.024574177,1
1_007875,8192,5460,0.0,0.838114,0.44340545,0.009663621,0.011700945,1
1_017331,8192,5460,0.0,0.30241534,0.7412895,0.014749751,0.013990228,1
1_003026,8192,5460,,,,,,0
1_000584,5472,3648,0.0,0.8446441,0.9478662,0.011041975,0.025948735,1
1_001136,5472,3648,0.0,0.9949256,0.750506,0.010148754,0.028739609,1
1_004614,8192,5460,,,,,,0
1_003509,8192,5460,0.0,0.36472604,0.8874234,0.011643835,0.023635909,1
1_003194,8192,5460,,,,,,0
1_009074,8192,5460,,,,,,0
1_009478,8192,5460,0.0,0.9188702,0.9470893,0.018035265,0.013805882,1
1_000536,5472,3648,0.0,0.48444906,0.95383024,0.012263812,0.017533455,1
1_007104,8192,5460,,,,,,0
1_005170,8192,5460,,,,,,0
1_004326,8192,5460,,,,,,0
1_017247,8192,5460,0.0,0.77893025,0.31260616,0.01101994,0.0109378295,1
1_004944,8192,5460,,,,,,0
1_000654,5472,3078,,,,,,0
1_017321,8192,5460,0.0,0.0051880353,0.3670136,0.010376071,0.015007746,1
1_001228,5472,3648,,,,,,0
1_004114,8192,5460,,,,,,0
1_000715,5472,3078,0.0,0.48571932,0.822197,0.014170537,0.03271706,1
1_002174,8192,5460,,,,,,0
1_017163,8192,5460,,,,,,0
1_000392,5472,3648,0.0,0.18386245,0.44096372,0.013593738,0.028713314,1
1_000716,5472,3078,0.0,0.44730502,0.4394519,0.016747031,0.018321538,1
1_001304,5472,3648,0.0,0.7416216,0.95336974,0.014722632,0.023464218,1
1_006018,8192,5460,,,,,,0
1_005107,8192,5460,,,,,,0
1_006158,8192,5460,0.0,0.6922997,0.6017201,0.010944774,0.015096907,1
1_005267,8192,5460,,,,,,0
1_002084,8192,5460,0.0,0.18152861,0.55580753,0.012656339,0.0160104,1
1_000733,5472,3078,0.0,0.7706561,0.59085083,0.017667182,0.0212661,1
1_007010,8192,5460,0.0,0.89625746,0.85518444,0.011698015,0.010429086,1
1_005854,8192,5460,,,,,,0
1_004732,8192,5460,,,,,,0
1_007047,8192,5460,0.0,0.7957264,0.34337574,0.009155023,0.017805774,1
1_000556,5472,3648,0.0,0.7915594,0.38726613,0.010255097,0.03525189,1
